"year","month","day","no3","po4","tn","tp","stage","temp","turb"
1998,10,15,2.71,70.9,NA,NA,NA,NA,NA
1998,10,21,2.51,46.8,NA,NA,NA,NA,NA
1998,10,30,2.41,32.4,NA,NA,NA,NA,NA
1998,11,3,2.55,27.6,NA,NA,NA,NA,NA
1998,11,10,2.72,60,NA,NA,NA,NA,NA
1998,11,19,2.69,18.7,NA,NA,NA,NA,NA
1998,11,24,2.67,54.5,NA,NA,NA,NA,NA
1998,12,4,2.66,20,NA,NA,NA,NA,NA
1998,12,10,2.96,19.8,NA,NA,NA,NA,NA
1998,12,18,4.15,16.1,NA,NA,NA,NA,NA
1998,12,22,3.4,11.1,NA,NA,NA,NA,NA
1998,12,30,3.77,31.1,NA,NA,NA,NA,NA
1999,1,9,1.08,194.9,NA,NA,NA,NA,NA
1999,1,15,1.21,NA,NA,NA,NA,NA,NA
1999,1,25,1.96,47.9,NA,NA,NA,NA,NA
1999,1,28,2.52,32,NA,NA,NA,NA,NA
1999,2,2,2.22,28.7,NA,NA,NA,NA,NA
1999,2,11,2.55,6.8,NA,NA,NA,NA,NA
1999,2,18,1.15,18,NA,NA,NA,NA,NA
1999,2,25,3.03,4.5,NA,NA,NA,NA,NA
1999,3,4,1.2,9.3,NA,NA,NA,NA,NA
1999,3,11,2.42,4.7,NA,NA,NA,NA,NA
1999,3,16,1.94,6,NA,NA,NA,NA,NA
1999,3,23,NA,8,NA,NA,NA,NA,NA
1999,3,30,2.04,8.6,NA,NA,NA,NA,NA
1999,4,6,1.46,12,NA,NA,NA,NA,NA
1999,4,13,1.68,11.4,NA,NA,NA,NA,NA
1999,4,20,1.86,8.9,NA,NA,NA,NA,NA
1999,4,27,2.02,16,NA,NA,NA,NA,NA
1999,5,6,2.17,18.6,NA,NA,NA,NA,NA
1999,5,13,2.08,5.7,NA,NA,NA,NA,NA
1999,5,20,2.43,32.1,NA,NA,NA,NA,NA
1999,5,27,2.38,39.6,NA,NA,NA,NA,NA
1999,6,3,2.12,48.7,NA,NA,NA,NA,NA
1999,6,9,2.67,90.2,NA,NA,NA,NA,NA
1999,6,18,2.67,94.8,NA,NA,NA,NA,NA
1999,6,25,2.89,88.6,NA,NA,NA,NA,NA
1999,7,1,2.7,NA,NA,NA,NA,NA,NA
1999,7,7,2.14,7.4,NA,NA,NA,NA,NA
1999,7,13,2.13,102.1,NA,NA,NA,NA,NA
1999,7,21,1.36,115.1,NA,NA,NA,NA,NA
1999,7,28,1.55,1.5,NA,NA,NA,NA,NA
1999,8,3,2.89,126.7,NA,NA,NA,NA,NA
1999,8,10,3.03,86,NA,NA,NA,NA,NA
1999,8,17,2.51,101,NA,NA,NA,NA,NA
1999,8,23,3,101,NA,NA,NA,NA,NA
1999,9,2,3.12,89,NA,NA,NA,NA,NA
1999,9,7,1.03,93.7,NA,NA,NA,NA,NA
1999,9,16,1.68,100.5,NA,NA,NA,NA,NA
1999,9,21,0.65,NA,NA,NA,NA,NA,NA
1999,9,30,0.96,87,NA,NA,NA,NA,NA
1999,10,5,1.16,28.1,NA,NA,NA,NA,NA
1999,10,12,1.95,35.8,NA,NA,NA,NA,NA
1999,10,19,2.2,51.6,NA,NA,NA,NA,NA
1999,10,29,2.55,33.6,NA,NA,NA,NA,NA
1999,11,4,3.13,22.1,NA,NA,NA,NA,NA
1999,11,10,3.21,35,NA,NA,NA,NA,NA
1999,11,15,2.36,1.5,2.42,1.5,NA,NA,NA
1999,11,22,2.44,1.5,2.44,3.8,NA,NA,NA
1999,11,30,1.81,1.5,1.9,41,NA,NA,NA
1999,12,9,2.45,3.7,2.71,9.1,NA,NA,NA
1999,12,13,1.36,1.5,2.2,80.4,NA,NA,NA
1999,12,21,1.83,2.2,1.83,15.1,NA,NA,NA
1999,12,29,3.18,1.5,3.18,2.2,NA,NA,NA
2000,1,7,2.81,1.5,3.07,3.3,NA,NA,NA
2000,1,12,2.36,1.5,2.53,14.1,NA,NA,NA
2000,1,18,3.67,1.5,3.71,2.1,NA,NA,NA
2000,1,28,3.71,2.1,3.67,2.5,NA,NA,NA
2000,2,2,3.51,3.1,4.41,1.5,NA,NA,NA
2000,2,10,2.77,1.5,2.77,2.9,NA,NA,NA
2000,2,16,2.08,1.5,2,7.4,NA,NA,NA
2000,2,23,2.26,5.7,2.27,7.3,NA,NA,NA
2000,2,28,1.01,2.6,1.51,56.1,NA,NA,NA
2000,3,8,2.19,1.5,2.2,8.5,NA,NA,NA
2000,3,14,2.2,1.5,2.29,6.3,NA,NA,NA
2000,3,21,0.75,42,0.75,137,NA,NA,NA
2000,3,30,2,4,2,13,NA,NA,NA
2000,4,6,2.05,7,2,6,NA,NA,NA
2000,4,14,2.09,3,2.02,8,NA,NA,NA
2000,4,21,2.12,1.5,2.52,48,NA,NA,NA
2000,4,26,2.12,1.5,2.1,5,NA,NA,NA
2000,5,4,2.07,11,2.07,7.9,NA,NA,NA
2000,5,10,2.1,15,2.01,25,NA,NA,NA
2000,5,19,1.98,69,2.31,187.4,NA,NA,NA
2000,5,24,1.66,16,2,38.9,NA,NA,NA
2000,6,1,2.31,1.5,2.65,28.7,NA,NA,NA
2000,6,8,2.52,26,2.52,31.5,NA,NA,NA
2000,6,14,2.46,24.5,2.69,29,NA,NA,NA
2000,6,22,0.98,40.4,1.72,63.1,NA,NA,NA
2000,6,30,2.89,2.8,3.36,19.4,NA,NA,NA
2000,7,6,2.66,25.8,2.66,34.1,NA,NA,NA
2000,7,12,2.96,22.4,2.98,22.4,NA,NA,NA
2000,7,19,2.28,24,3.09,NA,NA,NA,NA
2000,7,27,1.85,25,1.85,25.3,NA,NA,NA
2000,7,31,2.61,27,2.59,26.6,NA,NA,NA
2000,8,8,2.64,28,2.64,28,NA,NA,NA
2000,8,17,3.14,21,4.34,47.5,NA,NA,NA
2000,8,23,3.09,17,3.09,17,NA,NA,NA
2000,8,29,1.21,34,1.21,34,NA,NA,NA
2000,9,6,3.34,11.7,3.34,32.5,NA,NA,NA
2000,9,13,NA,141.9,4.23,NA,NA,NA,NA
2000,9,20,1.73,47.8,1.78,55.6,NA,NA,NA
2000,9,25,0.66,47.8,0.93,67.3,NA,NA,NA
2000,10,5,3.04,17.5,3.23,27.1,NA,NA,NA
2000,10,12,3.52,13.7,3.52,24.5,NA,NA,NA
2000,10,18,1.4,77.5,1.62,84.9,NA,NA,NA
2000,10,23,2.97,17.4,2.97,29.7,NA,NA,NA
2000,11,1,3.17,15.3,3.21,24.9,NA,NA,NA
2000,11,9,2.66,23.4,2.71,39.4,NA,NA,NA
2000,11,16,3.23,10.8,3.29,20.1,NA,NA,NA
2000,11,21,3.73,3.9,3.73,20.2,NA,NA,NA
2000,11,30,2.35,4.1,2.35,NA,NA,NA,NA
2000,12,7,3.78,5.8,3.78,11,NA,NA,NA
2000,12,13,3.91,6.8,3.91,10.9,NA,NA,NA
2000,12,22,2.97,12.4,2.94,11,NA,NA,NA
2000,12,28,3.73,8,3.73,11.3,NA,NA,NA
2001,1,4,4.09,15.8,4.09,13.1,NA,NA,NA
2001,1,11,4.04,17.3,4.04,17.3,NA,NA,NA
2001,1,18,3.46,8.5,3.46,5,NA,NA,NA
2001,1,25,2.94,19.5,2.94,14.6,NA,NA,NA
2001,1,31,1.77,13.8,2.06,32.4,NA,NA,NA
2001,2,8,2.32,5.5,2.3,13.8,NA,NA,NA
2001,2,15,1.98,6,2.15,18.7,NA,NA,NA
2001,2,23,1.4,14.3,1.77,11.5,NA,NA,NA
2001,3,1,2.51,5.6,2.57,10.5,NA,NA,NA
2001,3,9,2.38,3.4,2.55,11.6,NA,NA,NA
2001,3,13,1.35,7.4,2.2,149.4,NA,NA,NA
2001,3,19,2.24,3.3,2.39,17.1,NA,NA,NA
2001,4,2,2.06,3.7,2.21,22.3,NA,NA,NA
2001,4,5,2.05,4,2.16,15.1,NA,NA,NA
2001,4,12,1.41,4.5,1.77,33.9,NA,NA,NA
2001,4,16,1.32,3.1,1.32,34.6,NA,NA,NA
2001,4,23,1.58,2.4,1.58,18.9,NA,NA,NA
2001,5,3,2.11,1.5,2.11,74.5,NA,NA,NA
2001,5,7,2.75,1.5,2.75,25.1,NA,NA,NA
2001,5,17,2.48,6.4,2.67,24.4,NA,NA,NA
2001,5,21,1.09,9.9,1.53,44.6,NA,NA,NA
2001,6,1,1.45,6.3,2.53,14.2,NA,NA,NA
2001,6,4,2.34,9,2.65,17.4,NA,NA,NA
2001,6,14,2.05,19.7,2.33,36.2,NA,NA,NA
2001,6,19,2.14,11.1,2.65,39,NA,NA,NA
2001,6,26,2.33,14.7,2.76,37.2,NA,NA,NA
2001,7,2,1.83,20.5,2.29,46.4,NA,NA,NA
2001,7,5,2.24,18.8,2.6,46.2,NA,NA,NA
2001,7,9,1.46,18.5,1.74,56.2,NA,NA,NA
2001,7,16,2.59,20.7,2.56,44.2,NA,NA,NA
2001,7,23,2.4,22.3,2.48,34.5,NA,NA,NA
2001,7,30,1.91,15.1,2.14,32.2,NA,NA,NA
2001,8,6,2.15,25.5,2.47,51,NA,NA,NA
2001,8,13,1.31,33.4,1.75,69.8,NA,NA,NA
2001,8,20,1.23,17.8,1.51,29.8,NA,NA,NA
2001,8,27,2.41,11.3,2.41,38.2,NA,NA,NA
2001,9,4,2.39,21.5,2.42,50.1,NA,NA,NA
2001,9,10,1.94,28.5,2.19,54.7,NA,NA,NA
2001,9,17,2.28,24.2,2.9,68,NA,NA,NA
2001,9,21,1.56,22.6,1.85,47.2,NA,NA,NA
2001,9,24,1.63,18.2,1.79,52.2,NA,NA,NA
2001,10,2,2.9,18.1,3.06,36.4,NA,NA,NA
2001,10,9,3.31,16.6,3.55,28,NA,11.7,1.39
2001,10,15,0.38,28.8,0.78,53.2,0.265176,16.75,4.95
2001,10,22,1.49,17.7,1.69,37.4,0.262128,15.39,0.86
2001,10,31,2.02,20.4,2.16,33.6,0.262128,11.44,0.88
2001,11,5,1.2,12.4,1.45,39.3,NA,11,0.54
2001,11,14,NA,14.7,3.36,225.9,NA,10,2
2001,11,19,2.58,6.8,2.63,19.5,NA,9,0.38
2001,11,26,0.77,28.2,1.46,59.6,NA,11,13.3
2001,12,2,3.09,15.8,3.11,25.9,NA,8,1.27
2001,12,10,3.15,10.4,3.27,19.2,NA,6,1
2001,12,17,3.24,2.8,3.24,13.8,NA,8,0.83
2002,1,3,4.04,2.8,4.04,11.1,NA,0,0.9
2002,1,9,3.49,3.2,3.53,18.6,NA,3,1.73
2002,1,15,3.03,7.3,3.03,14.7,NA,6,0.91
2002,1,22,2.76,3.4,2.66,17.2,NA,5,2.91
2002,1,29,2.45,2.2,3.51,10.6,NA,10,1.68
2002,2,4,2.74,3.1,3.67,10.9,NA,5,1.2
2002,2,13,3.17,2.3,4.56,7.4,NA,5,1.34
2002,2,18,3.31,2.9,3.5,8,NA,6,0.77
2002,3,4,2.34,3.5,2.63,17.6,NA,6,3.98
2002,3,11,2.49,4.5,3.11,10.7,NA,9,1.65
2002,3,18,1.58,18.3,2.49,31.2,NA,7,15.77
2002,4,2,1.68,4.8,2.18,7.4,NA,16,2.77
2002,4,8,1.79,5.3,1.79,7.7,NA,16,1.88
2002,4,15,0.71,5.5,2.51,4.9,NA,22,5.2
2002,4,25,1.88,4.2,2.52,15.4,NA,13,3.52
2002,4,29,1.54,8.5,2.17,24.4,NA,12,8.76
2002,5,6,1.96,10,2.65,25.9,NA,9,2.65
2002,5,13,1.79,11,2.37,27.3,NA,19,2.6
2002,5,20,2.37,11.9,3.04,26.2,NA,12,2.32
2002,5,28,0.92,15.3,1.64,39.3,NA,17,7.25
2002,6,3,2.34,30.8,2.83,37.2,NA,18,2.88
2002,6,10,2.09,39.1,NA,NA,NA,21,3.86
2002,6,17,2.34,32.9,2.71,38.6,NA,18,2.64
2002,6,24,2.13,27.4,2.79,46.6,NA,21,4.1
2002,7,1,NA,28.1,2.79,41.9,NA,21,8.36
2002,7,11,1.27,38.1,1.79,50.6,NA,19,4.57
2002,7,15,1.36,29.5,1.93,63.1,NA,20,5.81
2002,7,22,0.44,36.3,NA,NA,NA,25,6.76
2002,7,29,0.48,56.4,3.1,254.4,NA,24,5.95
2002,9,3,1.17,24.3,2.01,27,0.262128,18.5,1.81
2002,9,10,1.29,15.6,1.61,30.5,0.25908,19.3,1.87
2002,9,17,0.5,22.9,0.84,53.8,0.24384,20.1,2.86
2002,9,24,1.6,18.7,NA,NA,NA,NA,NA
2002,10,1,1.54,23.4,2.12,46.2,0.256032,20,NA
2002,10,8,1.51,17.8,2.09,34.8,0.256032,13,NA
2002,10,22,2.65,14,3.5,14,0.286512,11,NA
2002,10,29,2.64,4.8,NA,NA,0.27432,9,NA
2002,11,5,2.57,4.1,NA,NA,0.280416,8,NA
2002,11,12,0.26,28.1,NA,NA,0.377952,12,NA
2002,11,19,1.86,10.4,NA,NA,0.313944,8,NA
2002,11,26,2.06,NA,NA,NA,0.298704,8,NA
2002,12,3,2.36,468.9,NA,NA,0.286512,2,NA
2002,12,10,2.66,262.6,10.35,NA,0.292608,2,NA
2002,12,17,2.42,128.1,6.35,170.6,0.313944,4,NA
2003,1,7,2.3,12,2.83,23.6,0.3048,2,NA
2003,1,14,2.91,5.8,3.68,13.6,0.3048,2,NA
2003,1,21,3.18,7.7,3.88,11.7,0.3048,1,NA
2003,1,28,3.54,6.1,3.46,15,0.3048,0,NA
2003,2,4,1.49,49.7,2.62,89,0.3048,2,NA
2003,2,11,3.09,7,NA,11.2,0.3048,2,NA
2003,3,4,2.34,21.6,NA,NA,0.3048,3,NA
2003,3,11,2.26,2.9,2.44,15.3,0.3048,2,NA
2003,3,19,1.43,3.1,1.71,14.3,0.3048,9,NA
2003,3,25,1.64,3.8,1.88,15.7,0.3048,15,NA
2003,4,2,0.83,4.1,1.87,13.9,0.3048,16,NA
2003,4,8,1.48,4.7,1.88,19.3,0.3048,6,NA
2003,4,15,1.42,5.1,1.7,18.1,0.3048,20,NA
2003,4,22,1.4,2.6,2.13,2.9,0.3048,14,NA
2003,4,29,1.5,3.2,1.7,14.1,0.3048,15,NA
2003,5,6,1.76,4.2,1.89,15.7,0.3048,13,NA
2003,5,13,1.83,8.4,1.97,27,0.3048,13,NA
2003,5,20,1.89,12.8,2.06,29.1,0.3048,16,NA
2003,5,27,1.6,19.6,1.87,38,0.3048,14,NA
2003,6,3,2.02,12.3,2.02,26.5,0.3048,14,NA
2003,6,10,2.18,13.5,2.18,26.5,0.3048,20,NA
2003,6,17,1.97,18.4,1.88,33.4,0.3048,16,NA
2003,6,24,2.33,13.5,2.33,40.7,0.3048,19,NA
2003,7,1,1.81,17.9,1.9,30.4,0.3048,21,NA
2003,7,8,1.68,21.8,1.84,31.6,0.3048,21,NA
2003,7,15,1.63,1.5,NA,26.6,0.3048,20,NA
2003,7,22,1.55,27.7,NA,34.9,0.3048,23,NA
2003,7,29,1.6,30.3,1.76,33.1,0.3048,21,NA
2003,8,6,1.19,5,1.41,9.2,0.3048,22,NA
2003,8,12,1.24,39.2,NA,NA,0.3048,22,NA
2003,8,19,1.6,31.2,1.93,36.5,0.3048,20,NA
2003,8,26,1.89,28.9,1.89,28.9,0.3048,21,NA
2003,9,4,1.38,32.6,1.38,43.7,0.3048,23,NA
2003,9,9,1.92,2.8,1.98,3.5,0.3048,22,NA
2003,9,16,1.88,1.5,1.89,6.8,0.3048,22,NA
2003,9,23,1.08,73.4,1.76,121.8,0.3048,21,NA
2003,9,30,2.02,8.7,2.25,40.3,0.3048,16,NA
2003,10,7,1.98,5.3,1.98,10.6,0.292608,15.5,8.09
2003,10,14,1.85,3.4,1.8,9.9,0.3048,17.3,1.99
2003,10,21,1.96,24,1.97,44.1,0.298704,14.5,14.82
2003,10,28,1.57,6.8,1.77,39.1,0.33528,11.7,9.95
2003,11,4,1.87,8.6,1.87,9,0.292608,15.7,2.19
2003,11,11,2.23,8.7,2.23,6.6,0.280416,NA,1.12
2003,11,18,2.12,25.5,2.12,21.6,0.277368,9.9,1.77
2003,11,25,2.02,103,4.66,164,0.3048,NA,NA
2003,12,2,2.48,27.9,2.48,27.2,0.286512,5.6,2.3
2003,12,9,2.06,19.9,3.3,17.3,0.298704,4.1,3.29
2003,12,16,2.28,18.2,3,22.4,0.323088,4.7,3.84
2003,12,22,2.85,23,2.99,23,0.298704,5,2.23
2003,12,29,NA,21.1,2.65,21.8,0.298704,4.8,2.2
2004,1,6,2.18,18,2.18,63.2,0.28956,5.2,4.81
2004,1,14,2.26,24,3.01,20.3,0.27432,1.8,1.37
2004,1,21,3.52,9.1,3.49,22.6,0.268224,1.2,1.57
2004,1,28,3.19,22.1,3.19,20.9,0.280416,0.9,2.39
2004,2,3,0.84,32.8,1.51,246,0.438912,0.6,186.1
2004,2,10,NA,58.1,2.47,55.5,0.338328,5.7,12.34
2004,2,18,2.69,48.5,2.69,48.5,0.286512,4.1,1.7
2004,2,24,2.44,54.7,2.53,66,0.292608,4.6,2.78
2004,3,2,NA,18,2.04,69.7,0.3048,11,5.07
2004,3,9,2.37,58.9,2.3,58.9,0.307848,7.9,3.56
2004,3,16,2.2,34.5,3.07,34.5,0.316992,4.6,61.1
2004,3,23,2.55,8.6,2.49,12.4,0.27432,8.1,2.89
2004,3,30,2.28,7.5,2.25,2.9,0.268224,8.6,2.74
2004,4,6,2.39,7.5,2.35,9.5,0.298704,7.3,3
2004,4,13,1.53,5.6,1.53,41.8,0.347472,8.5,19.6
2004,4,20,1.99,9.5,2.1,12.8,0.27432,18.4,4.48
2004,4,27,1.71,8.8,1.92,42.4,0.310896,15.3,14.63
2004,5,4,2.16,8.1,2.23,28.6,0.283464,12.5,4.2
2004,5,11,2.1,15.2,2.1,26.8,0.256032,19.2,3.74
2004,5,18,1.62,15.1,1.75,36.9,0.277368,19.7,6.35
2004,5,25,2.09,16.9,2.09,57.2,0.225552,20.8,NA
2004,6,1,1.97,11.5,1.9,46.3,0.231648,18.4,6.72
2004,6,8,2.02,15.5,2.11,44.9,0.256032,18.6,5.79
2004,6,15,1.81,15.9,1.88,26,0.237744,20.5,6.71
2004,6,22,2.22,10.8,2.2,33.2,0.207264,20.5,5.47
2004,6,29,1.74,24.3,1.83,49.3,0.207264,18.4,7.99
2004,7,6,1.79,28.9,1.81,68.5,NA,21.7,10.98
2004,7,13,2.23,38.4,2.15,71.9,NA,21.2,10.13
2004,7,20,2.17,27.3,2.21,88.1,NA,21,4.64
2004,7,27,1.22,46.9,1.34,80.6,0.207264,21.3,13.55
2004,8,3,2.01,42,1.92,74.6,NA,22.7,7.58
2004,8,10,2.35,47.1,2.35,59.9,NA,20.1,7.53
2004,8,17,2.3,41.3,2.3,51.8,NA,19.9,2.03
2004,8,24,2.22,17.8,2.14,78.7,NA,19.9,8.36
2004,8,31,1.97,64.1,1.98,86.7,NA,22.2,8.86
2004,9,8,1.91,62.6,1.88,NA,NA,20.5,8.15
2004,9,14,2.03,51.4,1.98,NA,NA,18.9,7.41
2004,9,21,2.13,20,2.08,NA,0.262128,16.5,2.59
2004,9,28,1.4,45.7,1.61,NA,0.271272,19.3,8.25
2004,10,5,2.07,21.4,2.01,NA,0.24384,15.9,2.99
2004,10,12,2.37,18.5,2.3,19,0.256032,11.5,2.93
2004,10,19,1.9,5,1.98,28,0.268224,12.8,2.95
2004,10,26,2.04,19.6,2.15,28.5,0.262128,12.7,1.13
2004,11,2,1.85,19.2,1.86,30.9,0.256032,13.8,0.86
2004,11,9,2.26,8.5,2.22,15.8,0.256032,7.5,0.75
2004,11,16,2.17,7.8,2.15,12.2,0.27432,8.4,1.45
2004,11,23,1.87,8.6,1.9,19,0.268224,11,1.47
2004,11,30,2,8,2.03,15,0.277368,8.4,3.05
2004,12,7,1.69,5,1.72,14.4,0.298704,8.6,11.47
2004,12,14,2.3,8.1,2.23,10.1,0.27432,5,2.07
2004,12,21,2.96,9.8,2.92,7,0.25908,1.1,1.53
2004,12,28,3.09,10.8,3.14,7.8,0.277368,1.3,2.48
2005,1,4,2.16,9.9,2.17,13.2,0.27432,11.6,2.54
2005,1,11,2.39,9.4,2.36,10.6,0.280416,7,4.29
2005,1,18,3.14,13.8,3.2,20.1,0.286512,1.4,2.37
2005,1,25,2.91,11.1,2.89,9.7,0.280416,1.4,3.4
2005,2,1,3.19,13.8,3.16,13.8,0.268224,2.6,1.86
2005,2,8,2.15,10,2.2,8.7,0.292608,7,5.16
2005,2,15,1.91,7.8,2.09,23.7,0.323088,7,9.47
2005,2,22,2.3,10,2.32,9.1,0.298704,6,3.45
2005,3,1,1.69,9.1,2.06,47.1,0.329184,4.9,30.1
2005,3,8,1.29,7.7,1.77,88.6,0.393192,3.4,48.8
2005,3,15,2.33,12.7,2.49,11.8,0.28956,7.2,2.65
2005,3,21,2.15,11.5,2.3,18,0.292608,11.1,3.08
2005,3,29,1.67,6.3,1.86,59.8,0.35052,11,20
2005,4,5,1.97,7.6,2.25,26.8,0.316992,14,3.22
2005,4,12,2.02,8.1,2.33,17.1,0.301752,12.9,1.99
2005,4,19,1.83,7.4,2.11,20.5,0.28956,NA,2.21
2005,4,26,1.8,7.5,2.14,24.4,0.292608,13.1,2.38
2005,5,4,2.02,8.8,2.22,21.3,0.286512,10.8,1.74
2005,5,11,1.9,10,1.98,25.4,0.277368,18.2,2.05
2005,5,17,2.06,11.4,2.16,26,0.277368,14.2,17.6
2005,5,24,2.19,6.2,2.57,64.7,0.3048,13.3,8.06
