"year","month","day","no3","po4","tn","tp","stage","temp","turb"
2011,8,10,0.55,21.2,0.71,52.7,0.2532888,23.2,2.76
2011,8,17,1.29,40.9,1.37,58.5,0.2505456,22.2,37.45
2011,8,24,1.24,28.3,1.33,45.4,0.2481072,21.2,46.57
2011,8,30,1.55,31.8,1.5,46.6,0.257556,19.3,1.59
2011,9,6,0.37,64,0.7,102,0.3514344,18.6,14.19
2011,9,13,1.37,27.1,1.48,43.2,0.28956,19.3,1.01
2011,9,20,1.89,20.7,1.95,39.4,0.2965704,17.4,3.97
2011,9,27,1.44,32.9,1.58,34.1,0.280416,19.4,1.31
2011,10,4,1.49,17.4,1.6,23.1,0.2807208,12.8,2.53
2011,10,11,1.46,26.2,1.46,26.2,0.2694432,15.9,0.51
2011,10,18,1.48,19,1.53,20,0.2919984,15.8,1.41
2011,10,25,1.47,22.3,1.55,27.5,0.2828544,12.4,0.52
2011,11,1,1.51,8.9,1.46,22.1,0.307848,11.7,5.54
2011,11,8,1.66,14.1,1.67,24.7,0.2828544,10.11,0.4
2011,11,15,1.23,17.7,1.24,25.7,0.2813304,13,1.27
2011,11,22,0.86,10.3,0.97,46,0.338328,10.1,7.85
2011,12,6,1.37,31.1,1.4,32,0.3218688,11.6,1.32
2011,12,13,2.11,13,2.11,8.3,0.2974848,4.4,1.35
2011,12,20,1.66,11.3,1.83,24.5,0.303276,9.6,4.26
2011,12,27,2.04,14.1,2.15,11.9,0.300228,5,2.12
2012,1,4,2.71,13.9,2.7,13.9,0.2840736,0.5,0.88
2012,1,11,2.33,10.7,2.35,5.8,0.2828544,3.9,1.01
2012,1,18,1.55,8.8,1.64,15.6,0.2959608,4.3,3.81
2012,1,25,1.8,2.72,1.92,13.4,0.2983992,3.9,1.82
2012,1,30,2.18,3.31,2.18,8.92,0.2889504,4.2,2.06
2012,2,6,2.1,3.19,2.07,7.98,0.2892552,4.4,1.78
2012,2,13,2.51,3.58,2.49,9.03,0.2889504,2.1,1.04
2012,2,20,2.06,3.26,2.01,11.8,0.28956,5.3,1.79
2012,2,27,2.18,3.46,2.23,11.6,0.2883408,7,1.11
2012,3,5,1.92,3.32,1.94,15.6,0.292608,5.3,3.14
2012,3,12,1.86,2.97,1.78,12.8,0.284988,10,1.29
2012,3,19,1.55,1.5,1.91,18.3,0.28956,13.8,1.4
2012,3,26,1.61,2.68,1.61,37.6,0.2862072,13.4,2.74
2012,4,2,1.22,1.5,1.34,28.6,0.2837688,11.6,3.07
2012,4,9,1.75,2.78,1.82,19.7,0.2709672,12.7,1.18
2012,4,16,1.51,2.92,1.59,24,0.2706624,19.6,2.33
2012,4,23,0.77,17.1,0.927,51.7,0.3163824,10.2,9.14
2012,4,30,1.6,3.08,1.68,4.81,0.272796,10.9,1.02
2012,5,7,1.8,1.5,1.8,10,0.2724912,15.2,1.25
2012,5,14,1.51,1.5,2.06,147,0.3739896,17.1,22.8
2012,5,21,1.08,1.5,1.23,72.9,0.338328,18.1,9.22
2012,5,29,1.71,1.5,1.66,33,0.280416,21.7,1.75
2012,6,6,1.79,1.5,2.1,38,0.277368,15.7,12.46
2012,6,11,1.56,1.5,1.72,13.9,0.271272,20.2,2.51
2012,6,18,2.1,1.5,2.46,54.2,0.292608,17.4,4.71
2012,6,27,1.57,1.5,1.72,41.7,0.2676144,18.5,1.1
2012,7,4,1.01,1.5,1.19,56.3,0.262128,22.8,1.24
2012,7,11,0.97,1.5,0.997,48.5,0.25908,22.3,1.58
2012,7,18,0.73,1.5,0.662,39.7,0.246888,26.4,1.63
2012,7,25,1.11,1.5,1.24,63.2,0.25908,22,2.35
2012,8,1,0.82,1.5,0.913,45.2,0.262128,22.3,2.3
2012,8,8,0.8,1.5,0.768,39.3,0.256032,22.9,2.37
2012,8,15,0.48,1.83,0.759,72.7,0.2749296,22.2,3.12
2012,8,22,0.95,1.5,1,48.3,0.262128,22,2.18
2012,8,29,1.25,1.5,1.4,53.5,0.262128,20.7,1.62
2012,9,5,1.28,2.03,1.34,48.9,0.27432,22.8,1.65
2012,9,12,1.81,1.5,1.8,30.2,0.2624328,18.1,0.84
2012,9,19,0.72,1.5,0.846,35.3,0.277368,17.3,2.47
2012,9,26,1.6,2.09,1.72,33.8,0.2627376,17.1,0.57
2012,10,3,0.94,2.06,1.07,42.7,0.3048,18.7,4.47
2012,10,10,1.71,1.5,1.8,20.3,0.2791968,14.3,0.89
2012,10,17,1.49,2.06,1.45,18.2,0.2627376,11.1,0.44
2012,10,23,1.27,2.18,1.28,14.2,0.265176,13.7,0.32
2012,10,31,1.14,2.1,1.35,89.8,0.347472,10,721
2012,11,7,NA,2.25,1.88,11.2,0.28194,6.7,0.8
2012,11,14,1.3,1.5,1.42,10,0.28956,7,1.78
2012,11,21,1.81,2.07,1.97,6.14,0.280416,7.5,0.8
2012,11,28,1.92,2.13,2.02,8.01,0.2764536,5.6,0.96
2012,12,5,1.45,2.26,1.71,9.38,0.268224,10.3,1
2012,12,20,2.06,4.01,2.03,7.55,0.271272,6.1,0.73
2013,1,3,2.42,3.96,2.37,5.96,0.2886456,2.2,1.03
2013,1,9,2.39,3.99,2.39,5.57,0.2795016,3.7,1.12
2013,1,16,0.4,6.56,0.721,48.4,0.4105656,4.1,24.7
2013,1,23,3.03,4.78,2.94,6.15,0.2795016,0.6,0.85
2013,1,30,1.89,2.32,1.9,6.48,0.2938272,6.9,0.89
2013,2,6,2.3,2.59,2.3,220,0.28956,3.3,1.18
2013,2,13,2.05,3.45,2.09,48.4,0.295656,4.2,1.77
2013,2,20,1.88,1.5,1.89,10.6,0.2932176,2.6,2.49
2013,2,27,0.61,1.5,0.97,42.3,0.3468624,6.4,15.72
2013,3,5,2.17,2.16,2.17,6.58,0.286512,3.9,1.67
2013,3,13,1.37,1.5,1.46,11.4,0.3166872,6.5,5.98
2013,3,20,1.79,2.27,1.75,7.97,0.2962656,5.8,2.07
2013,3,27,1.26,1.5,1.46,8.27,0.3023616,5.5,3.33
2013,4,3,2.06,2.43,2.17,9.1,0.2862072,5.2,0.95
2013,4,9,1.47,2.22,1.63,6.78,0.283464,16.9,0.94
2013,4,23,1.71,2.36,1.82,11.6,0.2919984,12.4,1.39
2013,5,1,1.65,1.5,1.8,17.5,0.2892552,14.1,1.39
2013,5,8,1.27,3.96,1.52,35.2,0.2855976,16.4,2.54
2013,5,15,1.85,4.21,1.91,19.5,0.3048,18.7,1.36
2013,5,22,2.22,22.1,2.42,35.4,0.2746248,20.5,1.49
2013,5,30,1.66,29.6,1.64,49,0.268224,20.6,0.98
2013,6,6,1.58,49.3,1.61,50.1,0.2676144,17.8,0.7
2013,6,12,1.7,1.5,1.84,54.3,0.298704,19.7,1.65
2013,6,26,1.07,32.9,1.13,58.1,0.268224,22.5,1.51
2013,7,3,0.97,99.3,1.25,157,0.347472,21.9,13.28
2013,7,9,1.15,44.3,1.26,53.9,0.265176,22.7,1.97
2013,7,17,1.3,50.3,1.33,66.8,0.265176,23.4,1.79
2013,7,24,0.9,54.1,1.07,64.9,0.256032,22.3,2.15
2013,7,31,1.14,42.4,1.26,63.5,0.25908,20.3,1.45
2013,8,7,0.9,35.9,1.19,46.5,0.256032,19.5,2.06
2013,8,14,1.25,33.7,1.36,42.7,0.2724912,18.6,1.68
2013,8,21,1.37,39.2,1.46,51.6,0.268224,20.8,1.84
2013,8,28,0.57,5.86,0.81,98,0.2657856,21.7,1.75
2013,9,5,1.03,56.7,1.1,60.8,0.256032,21.1,0.86
2013,9,11,0.93,58.9,1.75,117,0.256032,24.4,0.75
2013,9,18,0.64,19.9,0.768,41.3,0.2508504,15.1,0.6
2013,9,26,1.12,17,1.22,43.2,0.2523744,15.8,3.83
2013,10,3,0.51,29.3,0.591,46.2,0.2493264,19.5,0.67
2013,10,10,0.46,67.8,0.658,107,0.3541776,14.4,7.43
2013,10,17,1.17,17.9,1.21,23.6,0.286512,17.3,20
2013,10,25,1.92,24.5,1.9,15.1,0.2746248,11.1,0.55
2013,10,31,1.21,8.92,1.29,31.1,0.27432,13.4,0.86
2013,11,7,1.32,42.2,1.46,77.9,0.2993136,15.4,1.34
2013,11,14,2.17,15.2,2.17,11.1,0.2657856,6.4,0.35
2013,11,21,2.03,10,2.03,14.3,0.2639568,5.7,0.46
2013,11,26,2.48,22,2.4,27.1,0.249936,2.6,0.5
2013,12,4,2.14,8.77,2.17,10.3,0.2746248,7.4,0.67
2013,12,13,2.16,8.09,2.23,9.92,0.28956,1.9,0.98
2013,12,19,2.12,7.63,2.39,131,0.295656,2.9,1.29
2013,12,24,1.04,5.89,1.31,45.3,0.323088,5.6,5.6
2014,1,9,2.55,6.75,2.59,7.06,0.286512,1.2,0.8
2014,1,15,1.36,4.63,1.6,29.7,0.316992,4.7,4.01
2014,1,23,2.94,7.53,2.84,12.3,0.28956,0.3,0.82
2014,1,29,2.87,7.59,2.88,4.19,0.283464,0.4,0.67
2014,2,6,1.51,3.88,1.78,28.5,0.329184,2.1,4.31
2014,2,12,2.85,7.77,2.97,4.81,0.292608,0.8,0.92
2014,2,19,1.07,4.19,1.5,48.3,0.33528,3.5,30.9
2014,2,26,1.88,9.03,2,11.9,NA,3.6,1.76
2014,3,6,2.03,4.97,2.08,9.03,0.292608,3.1,1.34
2014,3,11,1.26,3.86,1.67,15.8,NA,NA,NA
2014,3,19,1.31,3.95,1.82,10.9,0.301752,4.8,4.85
2014,3,24,2.02,5.29,2.82,5.82,0.291084,3.8,1.32
2014,4,2,1.65,4.57,2,12.3,0.307848,7.7,2.08
2014,4,9,1.41,4.93,1.67,15.9,0.301752,11.7,2.31
2014,4,16,1.08,7.01,1.63,38.9,0.323088,8.2,7.16
2014,4,23,2.01,4.87,2.01,12.4,0.286512,11.9,1.67
2014,4,30,0.36,17.2,0.551,226,0.688848,10.5,62.4
2014,5,7,1.62,5.52,2.36,17,0.301752,12.6,1.28
2014,5,14,1.56,5.42,2.03,16.2,0.292608,16,1.39
2014,5,21,2.09,19.2,2.86,14.1,0.3041904,15.3,2.13
2014,5,27,1.7,19.1,2.19,23,0.2901696,18.7,1.19
2014,6,4,1.25,18.9,1.84,37.4,0.280416,19.8,2.45
2014,6,11,1.03,12.8,1.57,53.6,0.298704,21.7,NA
2014,6,18,1.12,41.3,1.97,54.7,0.2688336,NA,1.6
2014,6,25,1.62,39.4,1.62,51.6,0.268224,22.4,4.17
2014,7,2,1.02,51.6,1.12,65.2,0.25908,24.9,2.43
2014,7,9,0.49,28,0.668,42.6,0.256032,22.8,1.88
2014,7,16,0.8,35,1.19,49.4,0.27432,21.5,1.25
2014,7,23,1.18,33.6,1.27,60,0.2718816,22.6,2.31
2014,7,30,1.03,39.4,1.08,49.3,0.2599944,13.1,11.57
2014,8,5,0.84,30.9,1,53.2,0.2691384,21.9,1.14
2014,8,13,0.48,41.6,0.801,74.9,0.3166872,21.5,1.77
2014,8,21,1.2,33.3,1.31,52.2,NA,20.4,1.84
2014,8,27,1.3,35.4,1.21,47.2,0.2566416,20.1,0.81
2014,9,3,0.48,25.9,0.601,41.9,0.256032,21.9,1.48
2014,9,11,0.85,38.8,0.863,53.1,0.2535936,20.6,0.89
2014,9,18,2.53,26.2,4.51,43,0.2517648,16.3,0.84
2014,9,25,0.66,80.3,1.41,132,0.374904,16.7,14.3
2014,10,1,0.49,28.2,0.908,50.4,0.283464,18.7,3.72
2014,10,8,0.54,30.8,0.672,36.6,0.2593848,16.3,1.52
2014,10,16,0.33,29.2,0.588,61.8,0.3038856,16.9,4.86
2014,10,22,1.16,30.2,1.16,37.7,0.2679192,14.2,0.36
2014,10,29,0.98,6.08,0.889,NA,0.2679192,14.7,0.55
2014,11,5,1.23,4.32,1.15,11.4,0.2648712,12,0.35
2014,11,12,2.09,9.27,2.48,37,0.280416,13,0.83
2014,11,19,2.03,3.37,2.2,3.71,0.27432,2,1.14
2014,11,26,0.18,7.31,1.25,92.3,0.432816,6.1,20
2014,12,3,0.77,1.5,1.33,30.1,0.3166872,6.3,5.66
2014,12,10,1.08,1.5,1.52,10,0.3075432,5.5,3.97
2014,12,17,1.22,8.45,1.44,9.22,0.298704,6.7,3.94
2014,12,23,0.83,1.5,1.17,11.5,0.3176016,4.9,6.56
2015,1,2,2.55,3.15,3.05,5.04,0.2859024,3.3,0.66
2015,1,9,6.19,24.6,6.19,24.6,0.286512,0.4,1.03
2015,1,14,1.99,1.5,2.48,8.68,0.286512,1.1,1.5
2015,1,21,2.39,2.75,2.39,4.33,0.277368,2.3,1.03
2015,1,27,1.75,1.5,1.75,5.13,0.307848,2.2,2.16
2015,2,4,2.39,2.13,2.91,53.9,0.292608,2.5,1.31
2015,2,11,2.3,2.5,2.3,3.77,0.292608,2.8,1.26
2015,2,25,2.64,2.34,2.64,4.04,0.280416,0.3,0.81
2015,3,4,1.83,1.5,1.83,14.8,0.301752,2.6,3.25
2015,3,11,0.72,9.39,0.883,41.8,0.390144,2.4,5.92
2015,3,18,1.6,2.95,1.6,10.5,0.3041904,4.7,2.36
2015,3,25,2.02,3.33,2.02,8.03,0.2919984,5.3,1.61
2015,4,1,1.8,35.1,1.86,52.9,0.2953512,8.1,1.46
2015,4,8,1.29,26.1,1.44,58.3,0.310896,10.2,4.37
2015,4,15,1.1,28.8,1.2,45.1,0.292608,12.2,1.07
2015,4,22,0.97,27.5,1.23,53.3,0.292608,15.7,2.14
2015,4,29,1.34,34.2,1.49,57.9,0.27432,16.1,1.11
2015,5,6,1.18,38.4,1.29,61.8,0.2740152,19.1,1.5
2015,5,14,1.64,45,1.62,71.7,0.2587752,14.8,0.98
2015,5,19,0.83,31.5,1.11,57.8,0.262128,20.6,4.25
2015,5,28,1.1,66.4,1.22,120,0.2566416,21.2,4.63
2015,6,3,0.95,44.5,1.29,68.7,0.2877312,15.6,2.02
2015,6,9,0.77,35.6,1.24,115,0.3105912,20.4,5.61
2015,6,17,0.92,81.8,1.08,87.3,0.2740152,21.6,1.86
2015,6,24,0.88,61.3,1.12,57.8,0.318516,20.9,3.54
2015,7,2,1.11,32.5,1.39,67.5,0.316992,19.5,7.35
2015,7,8,1.15,53.6,1.18,53.9,0.298704,21.9,0.84
2015,7,15,0.85,42.8,0.951,47.4,0.3048,21.5,2.01
2015,7,22,1.22,89.8,1.19,97.5,0.2679192,21.6,0.88
2015,7,29,0.95,79.3,0.996,85.7,0.256032,22.5,1.35
2015,8,5,0.81,73.5,0.806,77.9,0.2496312,22.3,1.58
2015,8,12,0.93,77.2,2.32,80.9,0.2496312,21.4,1.67
2015,8,19,0.65,104,0.697,104,0.2435352,22.4,1.08
2015,8,26,0.46,44,0.474,70,0.2587752,19.7,1.29
2015,9,3,0.66,50.8,0.66,57.1,0.2450592,23.9,1.33
2015,9,9,0.4,76.6,0.452,83.5,0.2435352,26.7,1.15
2015,9,16,1.02,78.3,1.02,73.4,0.257556,17.9,0.58
2015,9,24,0.77,89.4,0.699,89.4,0.249936,16.9,0.52
2015,9,30,0.69,59.3,0.754,110,0.329184,20.8,4.85
2015,10,7,1.57,64.2,1.57,69.1,NA,15.4,0.62
2015,10,14,1.37,94.8,1.35,156,0.2685288,14.2,1.13
2015,10,21,1.73,125,1.73,125,0.272796,11.5,0.23
2015,10,29,0.47,73.8,0.756,119,0.359664,16.1,4.97
2015,11,4,1.09,95.6,1.48,104,0.272796,13.2,0.82
2015,11,12,0.54,36.3,0.738,90,0.3410712,12.4,NA
2015,11,18,1.33,92.8,1.38,92.8,0.2721864,10.3,0.68
2015,11,25,1.71,89,1.71,89,0.2746248,6.5,0.46
2015,12,2,0.54,28.7,0.628,71.2,0.385572,10.5,7.15
2015,12,9,2.09,81,2.09,81,0.2810256,6.4,0.75
2015,12,17,0.95,35.4,1.03,49.8,0.315468,9.9,4.21
2015,12,23,1.54,50.2,1.56,50.2,0.2868168,11.5,1.29
2015,12,30,1.18,41.7,1.28,41.7,0.310896,10,4.77
2016,1,6,2.91,65.2,2.91,65.2,0.277368,1.2,0.54
2016,1,14,2.55,58.2,2.55,58.2,0.286512,2.4,0.85
2016,1,28,1.94,44.1,1.94,44.1,0.301752,1.7,1.2
2016,2,3,0.8,13.6,0.988,74.1,0.435864,1.8,23.5
2016,2,10,1.69,41.9,1.61,54.7,0.307848,3.2,3.21
2016,2,18,1.71,36.7,1.71,36.7,0.307848,3.1,2.64
2016,2,24,0.66,19.9,0.792,74.3,0.41148,5.1,21.3
2016,3,2,2.07,48.4,2.07,48.4,0.298704,7,2.34
2016,3,9,1.79,57.6,1.79,57.6,0.286512,11.7,1.3
2016,3,16,1.73,54.6,1.73,54.6,0.301752,11.1,2.17
2016,3,23,1.87,56.6,1.87,56.6,0.286512,9.2,1.39
2016,3,31,1.85,58.1,1.8,58.1,0.286512,11.1,1.01
2016,4,7,0.6,47.8,0.86,130,0.469392,10.8,55.3
2016,4,14,1.97,60.6,1.97,60.6,0.286512,12.3,1.11
2016,4,21,1.65,62.6,1.65,62.6,0.277368,12.8,0.78
2016,4,28,1.23,59.8,1.55,135,0.347472,12.4,6.4
2016,5,6,0.7,38.8,1.49,411,0.54864,12,70.6
2016,5,13,1.86,59.1,1.86,58.2,0.292608,15.1,2.06
2016,5,19,2.03,68.3,2.03,65.7,0.280416,14.1,0.8
2016,6,1,1.68,99.6,1.68,104,0.268224,21.9,0.93
2016,6,8,1.91,87.1,1.84,102,0.2740152,17.7,1.09
2016,6,15,2.33,107,2.28,132,0.2983992,19.1,4.65
2016,6,22,1.13,92.6,1.6,155,0.2599944,21.4,5.41
2016,6,29,0.79,53.3,0.904,66.3,0.048768,21.3,2.34
2016,7,8,1,104,1.12,151,0.2618232,24.7,2.85
2016,7,13,1.45,61.7,1.44,79.9,0.1978152,23.4,4.86
2016,7,20,0.77,91.1,0.67,91.1,0.249936,22.4,NA
2016,7,27,0.7,114,0.784,119,0.237744,25.9,NA
2016,8,3,0.91,60.1,0.873,60.7,0.262128,22.8,2.03
2016,8,10,0.79,72.7,0.773,78,0.256032,23.4,3.29
2016,8,17,0.8,78.9,0.756,85.6,0.2551176,24.8,1.48
2016,8,26,0.62,86.6,0.627,82.7,0.24384,24.5,0.72
2016,8,31,0.66,82.4,0.729,107,0.2505456,22.1,NA
2016,9,21,0.29,63.1,2.7,414,0.2502408,21.3,4.44
2016,9,28,0.57,110,0.69,114,0.2435352,17.5,2.27
2016,10,5,0.98,84,1.12,93.5,0.2657856,16.3,2.74
2016,10,13,1.72,110,1.72,110,0.2557272,13.3,0.88
2016,10,18,1.08,114,1,114,0.256032,16.8,0.99
2016,10,26,0.58,99.3,0.58,99.3,0.2566416,8.8,0.7
2016,11,2,0.6,107,0.565,107,0.260604,12.4,0.43
2016,11,8,0.72,107,0.647,107,0.257556,9.8,0.3
2016,11,16,0.96,86,0.936,86,0.262128,9.4,0.29
2016,11,23,1.03,86.5,1.06,86.5,0.262128,4.8,0.26
2016,11,30,0.43,73.6,0.519,91.9,0.3438144,12,6.26
2016,12,7,0.53,49.3,0.834,57.7,0.3048,8.2,4
2016,12,14,1.67,73,1.67,73,0.271272,4.6,0.44
2016,12,21,1.89,73.2,1.98,73.2,0.27432,3,0.67
2016,12,29,0.98,36.1,1,35.4,0.298704,5.3,5.7
2017,1,4,1.13,34.7,1.22,54.2,0.32004,10.8,7.06
2017,1,12,1.14,44.8,1.15,44.8,0.29718,6.9,5.07
2017,1,25,1.55,54.5,1.64,53.2,0.3041904,6.9,3.34
2017,2,1,2.46,77.7,2.46,77.7,0.027432,4.5,0.92
2017,2,8,1.92,52.1,1.9,54.3,0.277368,11.2,1.16
2017,2,15,1.82,76.1,1.75,76.1,0.27432,5.4,1.03
2017,2,23,1.55,73.4,1.53,73.4,0.271272,13.3,0.96
2017,3,3,1.48,74,1.48,74,0.27432,6.7,1.39
2017,3,8,1.26,65.9,1.4,65.9,0.2740152,12,1.39
2017,3,22,1.27,65.3,1.46,65.3,0.2923032,8,1.89
2017,3,29,1.24,69.4,1.37,69.4,0.280416,12.8,1.24
